timestamp,user_id,event_type,trace_id,details
1788389264.7078154,User-001,started,trace_0712,"63 requests, 18,829 initial tokens"
1788389264.7581642,User-002,started,trace_0365,"34 requests, 31,447 initial tokens"
1788389264.8084776,User-003,started,trace_0714,"259 requests, 21,894 initial tokens"
1788389264.858787,User-004,started,trace_0629,"107 requests, 18,339 initial tokens"
1788389264.909003,User-005,started,trace_0568,"11 requests, 20,289 initial tokens"
1788389264.9801996,User-006,started,trace_0396,"84 requests remaining (advanced 5%), 24,666 tokens at start"
1788389265.030426,User-007,started,trace_0398,"36 requests, 13,048 initial tokens"
1788389265.0805686,User-008,started,trace_0707,"24 requests, 19,386 initial tokens"
1788389265.1308577,User-009,started,trace_0313,"48 requests, 12,308 initial tokens"
1788389265.205297,User-010,started,trace_0330,"81 requests remaining (advanced 32%), 32,148 tokens at start"
1788389265.25549,User-011,started,trace_0694,"16 requests, 24,236 initial tokens"
1788389265.3251455,User-012,started,trace_0292,"28 requests remaining (advanced 3%), 21,006 tokens at start"
1788389265.387802,User-013,started,trace_0253,"159 requests remaining (advanced 1%), 20,671 tokens at start"
1788389265.4554143,User-014,started,trace_0381,"271 requests remaining (advanced 5%), 31,518 tokens at start"
1788389265.5221908,User-015,started,trace_0687,"127 requests remaining (advanced 5%), 30,759 tokens at start"
1788389265.572403,User-016,started,trace_0704,"10 requests, 22,683 initial tokens"
1788389328.7993882,User-014,truncated,trace_0381,"14/285 requests, 0.0% cache hit"
1788389328.7995589,User-017,started,trace_0726,"84 requests, 19,986 initial tokens"
1788389329.4818952,User-010,truncated,trace_0330,"39/119 requests, 0.0% cache hit"
1788389329.4820473,User-018,started,trace_0378,"472 requests, 28,187 initial tokens"
1788389329.7364554,User-002,truncated,trace_0365,"0/34 requests, 0.0% cache hit"
1788389329.7365806,User-019,started,trace_0587,"58 requests, 19,009 initial tokens"
1788389335.8601832,User-012,truncated,trace_0292,"2/29 requests, 0.0% cache hit"
1788389335.8603902,User-020,started,trace_0108,"23 requests, 16,543 initial tokens"
1788389378.021394,User-001,truncated,trace_0712,"1/63 requests, 0.0% cache hit"
1788389378.021599,User-021,started,trace_0266,"23 requests, 18,964 initial tokens"
1788389409.8206773,User-005,truncated,trace_0568,"1/11 requests, 0.0% cache hit"
1788389409.8212552,User-022,started,trace_0418,"287 requests, 12,943 initial tokens"
1788389447.1395814,User-019,truncated,trace_0587,"1/58 requests, 0.0% cache hit"
1788389447.139814,User-023,started,trace_0562,"99 requests, 20,860 initial tokens"
1788389451.164299,User-003,truncated,trace_0714,"2/259 requests, 42.1% cache hit"
1788389451.1644874,User-024,started,trace_0255,"13 requests, 20,387 initial tokens"
1788389460.3532228,User-006,truncated,trace_0396,"6/88 requests, 88.7% cache hit"
1788389460.3534505,User-025,started,trace_0588,"118 requests, 20,747 initial tokens"
1788389482.4385273,User-015,truncated,trace_0687,"8/133 requests, 98.6% cache hit"
1788389482.4387774,User-026,started,trace_0569,"44 requests, 18,557 initial tokens"
1788389495.6056983,User-009,truncated,trace_0313,"1/48 requests, 0.0% cache hit"
1788389495.6059394,User-027,started,trace_0632,"101 requests, 20,670 initial tokens"
1788389500.5742357,User-023,truncated,trace_0562,"1/99 requests, 0.0% cache hit"
1788389500.574447,User-028,started,trace_0006,"46 requests, 16,981 initial tokens"
